Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,92357,2012-10-22,-0.000315156,0.0419936175,0.041916807,21,100
Market-Adjusted Model,92358,2012-10-22,0.0076641612,0.0500192745,0.0498961243,21,100
Market-Adjusted Model,92359,2012-10-22,0.0076569212,0.0500013099,0.0498888843,21,100
Market-Adjusted Model,92360,2012-10-22,-0.010757251,0.0315603063,0.0314747118,21,100
Market-Adjusted Model,92368,2012-10-22,0.0031913469,0.0475224556,0.0454233099,21,100
Market-Adjusted Model,92369,2012-10-22,-0.014778323,0.0284453685,0.02745364,21,100
Market-Adjusted Model,92370,2012-10-22,-0.01960338,0.0262485395,0.0226285827,21,100
Market-Adjusted Model,92371,2012-10-22,-0.106647827,-0.062398014,-0.064415864,21,100
Market-Adjusted Model,92373,2012-10-22,0.0098320265,0.0526837448,0.0520639896,21,100
Market-Adjusted Model,92375,2012-10-22,-0.026578979,0.0165329163,0.0156529845,21,100
Market-Adjusted Model,92377,2012-10-22,-0.016284518,0.0268137153,0.0259474454,21,100
Market-Adjusted Model,92378,2012-10-22,-0.051244682,-0.006623564,-0.009012719,21,100
Market-Adjusted Model,92379,2012-10-22,-0.043693826,-0.000014361,-0.001461863,21,100
Market-Adjusted Model,92380,2012-10-22,-0.116022051,-0.051259278,-0.073790088,21,100
Market-Adjusted Model,92384,2012-10-22,0.2294043814,0.2662820031,0.2716363445,21,100
Market-Adjusted Model,92385,2012-10-22,-0.069852961,-0.026052862,-0.027620998,21,100
Market-Adjusted Model,92386,2012-10-22,-0.061666635,-0.012038461,-0.019434672,21,100
Market-Adjusted Model,92387,2012-10-22,0.0226781899,0.0656771511,0.064910153,21,100
Market-Adjusted Model,92388,2012-10-22,-0.014389004,0.0285163544,0.0278429586,21,100
Market-Adjusted Model,92389,2012-10-22,-0.035842255,0.0144493253,0.0063897085,21,100
Market-Adjusted Model,92390,2012-10-22,-0.026217272,0.0165415045,0.0160146907,21,100
Market-Adjusted Model,92393,2012-10-22,-0.009451833,0.0348525226,0.0327801306,21,100
Market-Adjusted Model,92395,2012-10-22,-0.211904741,-0.184902067,-0.169672777,21,100
Market-Adjusted Model,92396,2012-10-22,-0.022457667,0.0203547443,0.0197742963,21,100
Market-Adjusted Model,92397,2012-10-22,0.0049492692,0.0485285152,0.0471812323,21,100
Market-Adjusted Model,92398,2012-10-22,-0.006730781,0.0366735406,0.0355011824,21,100
Market-Adjusted Model,92400,2012-10-22,0.1443217622,0.1883237973,0.1865537253,21,100
Market-Adjusted Model,92402,2012-10-22,-0.027922555,0.0188310849,0.0143094082,21,100
Market-Adjusted Model,92403,2012-10-22,0.0141265406,0.0566546739,0.0563585037,21,100
Market-Adjusted Model,92405,2012-10-22,-0.033915706,0.0108433795,0.0083162568,21,100
Market-Adjusted Model,92406,2012-10-22,-0.019587145,0.024197994,0.0226448178,21,100
Market-Adjusted Model,92407,2012-10-22,0.0003562607,0.0426584802,0.0425882238,21,100
Market-Adjusted Model,92408,2012-10-22,0.0008825963,0.0432410519,0.0431145594,21,100
Market-Adjusted Model,92409,2012-10-22,-0.110552743,-0.068423451,-0.06832078,21,100
Market-Adjusted Model,92410,2012-10-22,0.0291630252,0.0748794425,0.0713949883,21,100
Market-Adjusted Model,92411,2012-10-22,0.015163967,0.0615868602,0.0573959301,21,100
Market-Adjusted Model,92412,2012-10-22,0.0082534796,0.0515639235,0.0504854427,21,100
Market-Adjusted Model,92417,2012-10-22,0.0857009857,0.1275308532,0.1279329488,21,100
Market-Adjusted Model,92418,2012-10-22,-0.08410692,-0.042198029,-0.041874957,21,100
Market-Adjusted Model,92421,2012-10-22,-0.174690513,-0.143672429,-0.13245855,21,100
Market-Adjusted Model,92423,2012-10-22,0.1977186099,0.2472908964,0.239950573,21,100
Market-Adjusted Model,92426,2012-10-22,0.0235979993,0.0666250144,0.0658299624,21,100
Market-Adjusted Model,92427,2012-10-22,-0.054726379,0.0038398888,-0.012494416,21,100
Market-Adjusted Model,92428,2012-10-22,-0.055817637,-0.011101106,-0.013585674,21,100
Market-Adjusted Model,92429,2012-10-22,-0.162746606,-0.12924957,-0.120514643,21,100
Market-Adjusted Model,92432,2012-10-22,-0.073629596,-0.032491009,-0.031397633,21,100
Market-Adjusted Model,92433,2012-10-22,-0.304347852,-0.30667094,-0.262115889,21,100
Market-Adjusted Model,92434,2012-10-22,0.0081158971,0.0505557453,0.0503478602,21,100
Market-Adjusted Model,92437,2012-10-22,0.027629487,0.0703812215,0.0698614501,21,100
Market-Adjusted Model,92438,2012-10-22,0.0099965175,0.0535987728,0.0522284806,21,100
Market-Adjusted Model,92439,2012-10-22,0.0174215786,0.0603291117,0.0596535417,21,100
Market-Adjusted Model,92440,2012-10-22,-0.00658526,0.0360781463,0.0356467028,21,100
Market-Adjusted Model,92441,2012-10-22,-0.013157866,0.0299709095,0.0290740967,21,100
Market-Adjusted Model,92443,2012-10-22,-0.038985155,0.0036143872,0.0032468078,21,100
Market-Adjusted Model,92445,2012-10-22,-0.156521727,-0.122719566,-0.114289764,21,100
Market-Adjusted Model,92446,2012-10-22,0.0023130094,0.0164118215,0.0163752094,2,100
Market-Adjusted Model,92448,2012-10-22,-0.206521694,-0.164690837,-0.164289731,21,100
Market-Adjusted Model,92449,2012-10-22,0.2304074852,0.268209662,0.2726394482,21,100
Market-Adjusted Model,92450,2012-10-22,0.0338983814,0.082606807,0.0761303445,21,100
Market-Adjusted Model,92453,2012-10-22,-0.054687449,-0.008059596,-0.012455486,21,100
Market-Adjusted Model,92454,2012-10-22,-0.043334015,0.0026205647,-0.001102052,21,100
Market-Adjusted Model,92456,2012-10-22,-0.240601541,-0.218050645,-0.198369578,21,100
Market-Adjusted Model,92457,2012-10-22,-0.177148533,-0.144291491,-0.13491657,21,100
Market-Adjusted Model,92458,2012-10-22,-0.023809599,0.0213645362,0.0184223641,21,100
Market-Adjusted Model,92460,2012-10-22,-0.217314502,-0.183683453,-0.175082539,21,100
Market-Adjusted Model,92462,2012-10-22,-0.029411755,0.0158500575,0.0128202082,21,100
Market-Adjusted Model,92464,2012-10-22,-0.052341534,-0.007491564,-0.010109571,21,100
Market-Adjusted Model,92465,2012-10-22,0.040000037,0.1040128364,0.0822320001,21,100
Market-Adjusted Model,92466,2012-10-22,-0.061055555,-0.006212595,-0.018823592,21,100
Market-Adjusted Model,92467,2012-10-22,-0.026425595,0.0308006307,0.0158063678,21,100
Market-Adjusted Model,92468,2012-10-22,-0.075187958,-0.02775286,-0.032955995,21,100
Market-Adjusted Model,92469,2012-10-22,0.1049798438,0.1438569748,0.1472118069,21,100
Market-Adjusted Model,92470,2012-10-22,-0.256085339,-0.244510361,-0.213853376,21,100
Market-Adjusted Model,92471,2012-10-22,0.0452190838,0.0958431109,0.0874510469,21,100
Market-Adjusted Model,92472,2012-10-22,-0.019516779,0.0289144317,0.0227151845,21,100
Market-Adjusted Model,92475,2012-10-22,-0.006451605,0.0442668061,0.0357803576,21,100
Market-Adjusted Model,92476,2012-10-22,0.0263157409,0.0707602512,0.068547704,21,100
Market-Adjusted Model,92477,2012-10-22,-0.087664956,-0.046906106,-0.045432993,21,100
Market-Adjusted Model,92478,2012-10-22,-0.085580255,-0.042474342,-0.043348292,21,100
Market-Adjusted Model,92481,2012-10-22,0.0209287781,0.0203264428,0.0205066583,8,100
Market-Adjusted Model,92485,2012-10-22,0.0377358105,0.0375318862,0.0373136906,8,100
Market-Adjusted Model,92486,2012-10-22,-0.194117606,-0.164094714,-0.151885643,21,100
Market-Adjusted Model,92488,2012-10-22,-0.007383146,0.0358448408,0.0348488174,21,100
Market-Adjusted Model,92489,2012-10-22,-0.015044649,0.0278903944,0.0271873145,21,100
Market-Adjusted Model,92490,2012-10-22,-0.016764028,0.0261496481,0.0254679347,21,100
Market-Adjusted Model,92491,2012-10-22,0.0019014411,0.0442665971,0.0441334042,21,100
Market-Adjusted Model,92492,2012-10-22,-0.026111074,0.0165508979,0.0161208887,21,100
Market-Adjusted Model,92493,2012-10-22,-0.066331231,-0.023271811,-0.024099268,21,100
Market-Adjusted Model,92496,2012-10-22,0.0042510987,0.0465663144,0.0464830618,21,100
Market-Adjusted Model,92497,2012-10-22,-0.022937226,0.0329242235,0.0192947368,21,100
Market-Adjusted Model,92498,2012-10-22,-0.026590668,0.0159232393,0.0156412948,21,100
Market-Adjusted Model,92499,2012-10-22,-0.012251135,0.0307249938,0.0299808286,21,100
Market-Adjusted Model,92500,2012-10-22,-0.006837546,0.036209732,0.035394417,21,100
Market-Adjusted Model,92502,2012-10-22,-0.055157625,-0.012255281,-0.012925662,21,100
Market-Adjusted Model,92506,2012-10-22,-0.168278505,-0.137405598,-0.126046542,21,100
Market-Adjusted Model,92507,2012-10-22,-0.147928986,-0.100243162,-0.105697022,21,100
Market-Adjusted Model,92509,2012-10-22,-0.051920405,-0.008502758,-0.009688442,21,100
Market-Adjusted Model,92510,2012-10-22,0.0104167206,0.056735048,0.0526486837,21,100
Market-Adjusted Model,92511,2012-10-22,0.0397680499,0.0830513051,0.082000013,21,100
Market-Adjusted Model,92512,2012-10-22,-0.049451169,-0.007634253,-0.007219206,21,100
Market-Adjusted Model,92513,2012-10-22,-0.040512716,0.0017853478,0.001719247,21,100
Market-Adjusted Model,92514,2012-10-22,-0.044376757,-0.002318142,-0.002144793,21,100
Market-Adjusted Model,92515,2012-10-22,-1.460437E-9,0.0472706944,0.0422319616,21,100
Market-Adjusted Model,92517,2012-10-22,0.3139819816,0.3357634564,0.3562139447,21,100
Market-Adjusted Model,92518,2012-10-22,-0.093333305,-0.050577257,-0.051101342,21,100
Market-Adjusted Model,92520,2012-10-22,-0.076775451,-0.024117298,-0.034543488,21,100
Market-Adjusted Model,92521,2012-10-22,0.5624686752,0.5599228619,0.6047006383,21,100
Market-Adjusted Model,92523,2012-10-22,-0.054842395,-0.012023929,-0.012610432,21,100
Market-Adjusted Model,92527,2012-10-22,-0.205020952,-0.169252547,-0.162788989,21,100
Market-Adjusted Model,92528,2012-10-22,-0.062500074,-0.020255875,-0.020268111,21,100
Market-Adjusted Model,92529,2012-10-22,0.0120428458,0.0544883327,0.0542748089,21,100
Market-Adjusted Model,92530,2012-10-22,-0.0134529,0.0310588878,0.028779063,21,100
Market-Adjusted Model,92531,2012-10-22,-0.274193564,-0.221851737,-0.231961601,21,100
Market-Adjusted Model,92533,2012-10-22,0.0721247328,0.1141068164,0.1143566959,21,100
Market-Adjusted Model,92534,2012-10-22,-0.039080476,0.0028780009,0.0031514872,21,100
Market-Adjusted Model,92535,2012-10-22,-0.023923433,0.0368538675,0.0183085302,21,100
Market-Adjusted Model,92536,2012-10-22,0.1907691975,0.2381909093,0.2330011606,21,100
Market-Adjusted Model,92537,2012-10-22,0.0146377383,0.0578257994,0.0568697014,21,100
Market-Adjusted Model,92538,2012-10-22,0.0277427439,0.0741192639,0.069974707,21,100
Market-Adjusted Model,92539,2012-10-22,0.0145995846,0.0568298694,0.0568315477,21,100
Market-Adjusted Model,92540,2012-10-22,0.0304878504,0.0774387747,0.0727198135,21,100
Market-Adjusted Model,92542,2012-10-22,0.001734455,0.0440628736,0.0439664181,21,100
Market-Adjusted Model,92543,2012-10-22,-0.083916088,-0.0288524,-0.041684125,21,100
Market-Adjusted Model,92545,2012-10-22,-0.299000029,-0.286903307,-0.256768066,21,100
Market-Adjusted Model,92550,2012-10-22,-0.031052273,0.0112466046,0.0111796896,21,100
Market-Adjusted Model,92555,2012-10-22,-0.081654334,-0.035829698,-0.039422371,21,100
Market-Adjusted Model,92557,2012-10-22,-0.272323983,-0.248027407,-0.23009202,21,100
Market-Adjusted Model,92558,2012-10-22,-0.112447319,-0.066960804,-0.070215356,21,100
Market-Adjusted Model,92560,2012-10-22,0.313953453,0.3309661626,0.3561854161,21,100
Market-Adjusted Model,92568,2012-10-22,0.0009586641,0.0432604549,0.0431906272,21,100
Market-Adjusted Model,92569,2012-10-22,0.0092278249,0.051686626,0.051459788,21,100
Market-Adjusted Model,92570,2012-10-22,0.0657492707,0.1119653952,0.1079812338,21,100
Market-Adjusted Model,92571,2012-10-22,-0.21674874,-0.188561883,-0.174516777,21,100
Market-Adjusted Model,92572,2012-10-22,0.0000565926,0.0423697937,0.0422885557,21,100
Market-Adjusted Model,92573,2012-10-22,-0.029270065,0.0133827429,0.0129618985,21,100
Market-Adjusted Model,92574,2012-10-22,0.0146308857,0.0581133378,0.0568628487,21,100
Market-Adjusted Model,92576,2012-10-22,-0.02564809,0.0175153701,0.0165838735,21,100
Market-Adjusted Model,92577,2012-10-22,-0.030903197,0.0119957882,0.0113287658,21,100
Market-Adjusted Model,92580,2012-10-22,-0.116392667,-0.078341546,-0.074160703,21,100
Market-Adjusted Model,92581,2012-10-22,-0.065306158,-0.023609206,-0.023074195,21,100
Market-Adjusted Model,92582,2012-10-22,-0.318551032,-0.308784256,-0.276319069,21,100
Market-Adjusted Model,92583,2012-10-22,0.085304715,0.1938507279,0.1275366781,21,100
Market-Adjusted Model,92585,2012-10-22,-0.026520698,0.0161534144,0.0157112656,21,100
Market-Adjusted Model,92586,2012-10-22,-0.019875757,0.0232476913,0.0223562057,21,100
Market-Adjusted Model,92587,2012-10-22,-0.084677434,-0.042550115,-0.042445471,21,100
Market-Adjusted Model,92588,2012-10-22,-0.179746799,-0.149556876,-0.137514836,21,100
Market-Adjusted Model,92589,2012-10-22,-0.081400483,-0.039200939,-0.03916852,21,100
Market-Adjusted Model,92593,2012-10-22,-0.085517269,-0.040907531,-0.043285306,21,100
Market-Adjusted Model,92594,2012-10-22,0.1351350678,0.1853458142,0.1773670309,21,100
Market-Adjusted Model,92596,2012-10-22,-0.17333336,-0.141826546,-0.131101396,21,100
Market-Adjusted Model,92597,2012-10-22,0.0534391667,0.0977129179,0.0956711297,21,100
Market-Adjusted Model,92598,2012-10-22,-0.037094515,0.0054142982,0.0051374485,21,100
Market-Adjusted Model,92599,2012-10-22,0.0021692008,0.046165298,0.0444011639,21,100
Market-Adjusted Model,92600,2012-10-22,0.0816580707,0.1223511148,0.1238900338,21,100
Market-Adjusted Model,92601,2012-10-22,-0.076687062,-0.030800285,-0.034455098,21,100
Market-Adjusted Model,92602,2012-10-22,-0.07883507,-0.038189189,-0.036603107,21,100
Market-Adjusted Model,92603,2012-10-22,-0.066459017,-0.024748658,-0.024227054,21,100
Market-Adjusted Model,92605,2012-10-22,0.1727935677,0.2063507554,0.2150255308,21,100
Market-Adjusted Model,92606,2012-10-22,-0.162999228,-0.132462677,-0.120767264,21,100
Market-Adjusted Model,92607,2012-10-22,0.1372221451,0.1961191861,0.1794541082,21,100
Market-Adjusted Model,92608,2012-10-22,-0.008107994,0.0342780992,0.0341239689,21,100
Market-Adjusted Model,92609,2012-10-22,-0.037790644,0.0061613808,0.0044413195,21,100
Market-Adjusted Model,92611,2012-10-22,0.0163981403,0.0601768744,0.0586301034,21,100
Market-Adjusted Model,92614,2012-10-22,-0.018528529,0.0246320681,0.023703434,21,100
Market-Adjusted Model,92616,2012-10-22,-0.07894738,0.0159167392,-0.036715417,21,100
Market-Adjusted Model,92618,2012-10-22,-0.010904123,0.032727473,0.0313278403,21,100
Market-Adjusted Model,92619,2012-10-22,-0.003913887,0.0432786382,0.0383180759,21,100
Market-Adjusted Model,92620,2012-10-22,-0.069750645,-0.028460781,-0.027518682,21,100
Market-Adjusted Model,92621,2012-10-22,0.0372520795,0.0825412376,0.0794840426,21,100
Market-Adjusted Model,92622,2012-10-22,-0.118568183,-0.078696244,-0.07633622,21,100
Market-Adjusted Model,92632,2012-10-22,-0.042483078,-0.000198392,-0.000251115,21,100
Market-Adjusted Model,92633,2012-10-22,-0.0004904,0.0418623553,0.0417415629,21,100
Market-Adjusted Model,92634,2012-10-22,-0.066953381,-0.025939453,-0.024721418,21,100
Market-Adjusted Model,92635,2012-10-22,0.0337871969,0.0776921423,0.07601916,21,100
Market-Adjusted Model,92636,2012-10-22,-0.070769225,-0.001197034,-0.028537262,21,100
Market-Adjusted Model,92637,2012-10-22,-0.056931394,-0.014430296,-0.01469943,21,100
Market-Adjusted Model,92640,2012-10-22,-0.196428527,-0.155451136,-0.154196564,21,100
Market-Adjusted Model,92643,2012-10-22,-0.002789397,0.0431559547,0.0394425662,21,100
Market-Adjusted Model,92644,2012-10-22,0.0109593471,0.0535749848,0.0531913102,21,100
Market-Adjusted Model,92648,2012-10-22,-0.034130623,0.0100538123,0.00810134,21,100
Market-Adjusted Model,92655,2012-10-22,-0.050236349,-0.007360509,-0.008004386,21,100
Market-Adjusted Model,92658,2012-10-22,-0.043422828,-0.000875154,-0.001190865,21,100
Market-Adjusted Model,92659,2012-10-22,-0.029184313,0.0136008205,0.0130476505,21,100
Market-Adjusted Model,92660,2012-10-22,-0.016826846,0.0272309901,0.0254051169,21,100
Market-Adjusted Model,92661,2012-10-22,-0.011103444,0.0317455423,0.0311285195,21,100
Market-Adjusted Model,92662,2012-10-22,-0.05578609,-0.01147557,-0.013554127,21,100
Market-Adjusted Model,92664,2012-10-22,-0.016499251,0.0262680392,0.0257327118,21,100
Market-Adjusted Model,92665,2012-10-22,-0.163265336,-0.126659687,-0.121033373,21,100
Market-Adjusted Model,92666,2012-10-22,0.0072784545,0.0498849919,0.0495104175,21,100
Market-Adjusted Model,92667,2012-10-22,-0.029661058,0.0129678068,0.0125709051,21,100
Market-Adjusted Model,92668,2012-10-22,-0.019517831,0.0236830642,0.0227141323,21,100
Market-Adjusted Model,92669,2012-10-22,-0.166666663,-0.111672297,-0.1244347,21,100
Market-Adjusted Model,92670,2012-10-22,-0.229299365,-0.193362475,-0.187067402,21,100
Market-Adjusted Model,92672,2012-10-22,-0.027112842,0.0154488722,0.0151191216,21,100
Market-Adjusted Model,92673,2012-10-22,-0.039017087,0.0030943001,0.003214876,21,100
Market-Adjusted Model,92674,2012-10-22,-0.00693437,0.03670475,0.0352975935,21,100
Market-Adjusted Model,92675,2012-10-22,0.0070782659,0.0493665095,0.049310229,21,100
Market-Adjusted Model,92676,2012-10-22,-0.022475355,0.0203072822,0.0197566077,21,100
Market-Adjusted Model,92677,2012-10-22,0.0023794985,0.0447561166,0.0446114616,21,100
Market-Adjusted Model,92679,2012-10-22,-0.054888456,-0.012785881,-0.012656493,21,100
Market-Adjusted Model,92680,2012-10-22,-0.119484291,-0.082377362,-0.077252328,21,100
Market-Adjusted Model,92681,2012-10-22,0.0620689005,0.111038326,0.1043008636,21,100
Market-Adjusted Model,92682,2012-10-22,-0.160624993,-0.1149475,-0.11839303,21,100
Market-Adjusted Model,92684,2012-10-22,-0.049830075,-0.006498968,-0.007598112,21,100
Market-Adjusted Model,92685,2012-10-22,0.0889954104,0.1318352038,0.1312273735,21,100
Market-Adjusted Model,92687,2012-10-22,0.0907107713,0.187742924,0.1329427344,21,100
Market-Adjusted Model,92688,2012-10-22,-0.091789016,-0.029189176,-0.049557053,21,100
Market-Adjusted Model,92690,2012-10-22,-0.160758436,-0.128904631,-0.118526473,21,100
Market-Adjusted Model,92692,2012-10-22,0.0146341091,0.0584868883,0.0568660722,21,100
Market-Adjusted Model,92693,2012-10-22,-0.043478233,-0.001564427,-0.00124627,21,100
Market-Adjusted Model,92694,2012-10-22,-0.03412646,0.0087126486,0.0081055027,21,100
Market-Adjusted Model,92695,2012-10-22,-0.049484531,-0.00654809,-0.007252568,21,100
Market-Adjusted Model,92696,2012-10-22,-0.053814359,0.0060347355,-0.011582396,21,100
Market-Adjusted Model,92697,2012-10-22,-0.162134615,-0.122521077,-0.119902652,21,100
Market-Adjusted Model,92699,2012-10-22,0.0323196162,0.0759658078,0.0745515793,21,100
Market-Adjusted Model,92700,2012-10-22,0.024565038,0.0676385669,0.0667970011,21,100
Market-Adjusted Model,92709,2012-10-22,-0.059833086,-0.017769222,-0.017601123,21,100
Market-Adjusted Model,92712,2012-10-22,-0.027430915,0.0154213989,0.0148010476,21,100
Market-Adjusted Model,92713,2012-10-22,0.0252707344,0.0686354798,0.0675026975,21,100
Market-Adjusted Model,92714,2012-10-22,0.0196056431,0.0619183862,0.0618376062,21,100
Market-Adjusted Model,92716,2012-10-22,-0.146051765,-0.109614699,-0.103819802,21,100
Market-Adjusted Model,92718,2012-10-22,0.0605323638,0.1025634344,0.1027643269,21,100
Market-Adjusted Model,92720,2012-10-22,-0.053581832,-0.010723761,-0.011349869,21,100
Market-Adjusted Model,92721,2012-10-22,-0.046313237,-0.004076741,-0.004081274,21,100
Market-Adjusted Model,92723,2012-10-22,0.018974781,0.0617376772,0.0612067441,21,100
Market-Adjusted Model,92725,2012-10-22,-0.06495004,-0.023489298,-0.022718077,21,100
Market-Adjusted Model,92726,2012-10-22,-0.014754044,0.0282659382,0.0274779188,21,100
Market-Adjusted Model,92728,2012-10-22,-0.061946914,-0.014117543,-0.019714951,21,100
Market-Adjusted Model,92729,2012-10-22,-0.041563338,0.002317091,0.0006686255,21,100
Market-Adjusted Model,92732,2012-10-22,-0.020446995,0.0223487275,0.0217849686,21,100
Market-Adjusted Model,92733,2012-10-22,0.015035168,0.0579322697,0.057267131,21,100
Market-Adjusted Model,92736,2012-10-22,-0.034898925,0.0076794248,0.0073330385,21,100
Market-Adjusted Model,92737,2012-10-22,-0.058747244,-0.017103665,-0.016515281,21,100
Market-Adjusted Model,92738,2012-10-22,-0.022317372,0.0217559053,0.0199145908,21,100
Market-Adjusted Model,92739,2012-10-22,-0.005282454,0.0382196178,0.0369495089,21,100
Market-Adjusted Model,92740,2012-10-22,-0.013177681,0.0299217065,0.0290542822,21,100
Market-Adjusted Model,92741,2012-10-22,-0.036713112,0.0058027921,0.005518851,21,100
Market-Adjusted Model,92742,2012-10-22,-0.006355333,0.037490917,0.0358766302,21,100
Market-Adjusted Model,92744,2012-10-22,-0.032270748,0.0106815305,0.0099612154,21,100
Market-Adjusted Model,92745,2012-10-22,-0.016927801,0.0259481977,0.0253041617,21,100
Market-Adjusted Model,92746,2012-10-22,-0.011892878,0.0313620186,0.0303390849,21,100
Market-Adjusted Model,92747,2012-10-22,-0.15841581,-0.124871115,-0.116183847,21,100
Market-Adjusted Model,92748,2012-10-22,-0.018314999,0.0336858863,0.023916964,21,100
Market-Adjusted Model,92752,2012-10-22,0.0104530352,0.0419251733,0.0418672526,16,100
Market-Adjusted Model,92753,2012-10-22,-0.020408142,0.0344876986,0.0218238208,21,100
Market-Adjusted Model,92754,2012-10-22,-0.00342937,0.0399473992,0.038802593,21,100
Market-Adjusted Model,92755,2012-10-22,-0.040358729,0.0028288591,0.0018732341,21,100
Market-Adjusted Model,92756,2012-10-22,-0.056419759,-0.013014302,-0.014187796,21,100
Market-Adjusted Model,92758,2012-10-22,-0.209393376,-0.168188026,-0.167161413,21,100
Market-Adjusted Model,92763,2012-10-22,-0.189189167,-0.155189295,-0.146957203,21,100
Market-Adjusted Model,92765,2012-10-22,-0.089923339,-0.048786472,-0.047691376,21,100
Market-Adjusted Model,92766,2012-10-22,-0.009079805,0.0343424196,0.0331521579,21,100
Market-Adjusted Model,92769,2012-10-22,0.0453628847,0.0900044659,0.0875948478,21,100
Market-Adjusted Model,92771,2012-10-22,0.038430114,0.0836807551,0.0806620771,21,100
Market-Adjusted Model,92772,2012-10-22,0.074456566,0.1166825032,0.1166885291,21,100
Market-Adjusted Model,92773,2012-10-22,-0.002888084,0.0431517193,0.039343879,21,100
Market-Adjusted Model,92775,2012-10-22,-0.037897358,0.024291965,0.0043346056,21,100
Market-Adjusted Model,92776,2012-10-22,-0.239257766,-0.223259494,-0.197025803,21,100
Market-Adjusted Model,92777,2012-10-22,0.0896714217,0.1296941058,0.1319033848,21,100
Market-Adjusted Model,92778,2012-10-22,-0.084686611,-0.043718809,-0.042454648,21,100
Market-Adjusted Model,92779,2012-10-22,0.4285714604,0.5239084965,0.4559368987,19,100
Market-Adjusted Model,92780,2012-10-22,-0.219288166,-0.199941382,-0.177056203,21,100
Market-Adjusted Model,92782,2012-10-22,-0.032107982,0.0162823979,0.0101239814,21,100
Market-Adjusted Model,92783,2012-10-22,-0.029519053,0.0130590538,0.0127129101,21,100
Market-Adjusted Model,92785,2012-10-22,0.0281726485,0.0744127573,0.0704046116,21,100
Market-Adjusted Model,92787,2012-10-22,-0.063745853,-0.019652736,-0.02151389,21,100
Market-Adjusted Model,92788,2012-10-22,-1.90987E-10,0.0425025517,0.0422319629,21,100
Market-Adjusted Model,92789,2012-10-22,0.0306319894,0.0743925135,0.0728639525,21,100
Market-Adjusted Model,92792,2012-10-22,-0.033118298,0.0095536548,0.0091136648,21,100
Market-Adjusted Model,92793,2012-10-22,-0.049739525,-0.005834803,-0.007507562,21,100
Market-Adjusted Model,92795,2012-10-22,-0.052077182,-0.010265734,-0.009845219,21,100
Market-Adjusted Model,92796,2012-10-22,-0.028211419,0.014776992,0.0140205443,21,100
Market-Adjusted Model,92797,2012-10-22,-0.023575708,0.0208321704,0.0186562556,21,100
Market-Adjusted Model,92802,2012-10-22,-0.108808306,-0.063892812,-0.066576343,21,100
Market-Adjusted Model,92803,2012-10-22,-0.028628814,0.0144547641,0.0136031486,21,100
Market-Adjusted Model,92804,2012-10-22,0.0206605373,0.0638359679,0.0628925004,21,100
Market-Adjusted Model,92805,2012-10-22,-0.058970561,-0.000390653,-0.016738598,21,100
Market-Adjusted Model,92807,2012-10-22,-0.050847487,-0.004659313,-0.008615523,21,100
Market-Adjusted Model,92808,2012-10-22,-0.117891625,-0.078439507,-0.075659662,21,100
Market-Adjusted Model,92809,2012-10-22,-0.025141087,0.0188292564,0.017090876,21,100
Market-Adjusted Model,92810,2012-10-22,-0.101632453,-0.058084885,-0.05940049,21,100
Market-Adjusted Model,92812,2012-10-22,-0.085689218,-0.038036039,-0.043457255,21,100
Market-Adjusted Model,92813,2012-10-22,0.0679845251,0.1168372997,0.1102164881,21,100
Market-Adjusted Model,92814,2012-10-22,0.1284079449,0.1717439094,0.170639908,21,100
Market-Adjusted Model,92816,2012-10-22,-0.135388873,-0.093668469,-0.093156909,21,100
Market-Adjusted Model,92817,2012-10-22,0.1314668153,0.1730519396,0.1736987784,21,100
Market-Adjusted Model,92818,2012-10-22,-0.132640072,-0.0922175,-0.090408109,21,100
Market-Adjusted Model,92819,2012-10-22,0.0992612688,0.1509757237,0.1414932319,21,100
Market-Adjusted Model,92820,2012-10-22,-0.119091954,-0.070086804,-0.076859991,21,100
Market-Adjusted Model,92822,2012-10-22,-0.0009119,0.0413897747,0.0413200627,21,100
Market-Adjusted Model,92824,2012-10-22,0.0000715369,0.0423810677,0.0423035,21,100
Market-Adjusted Model,92825,2012-10-22,-0.007993061,0.034437877,0.034238902,21,100
Market-Adjusted Model,92826,2012-10-22,-0.010989924,0.0313552134,0.0312420395,21,100
Market-Adjusted Model,92827,2012-10-22,-0.018102158,0.0243556899,0.0241298049,21,100
Market-Adjusted Model,92828,2012-10-22,-0.014146744,0.0283076337,0.0280852191,21,100
Market-Adjusted Model,92829,2012-10-22,-0.017000167,0.0256476783,0.0252317957,21,100
Market-Adjusted Model,92830,2012-10-22,-0.02569536,0.0169594001,0.0165366035,21,100
Market-Adjusted Model,92832,2012-10-22,-0.023643243,0.018814871,0.0185887199,21,100
Market-Adjusted Model,92833,2012-10-22,-0.027609055,0.0148692153,0.0146229078,21,100
Market-Adjusted Model,92834,2012-10-22,-0.024034551,0.0185481406,0.0181974122,21,100
Market-Adjusted Model,92835,2012-10-22,-0.018840136,0.0235292392,0.0233918274,21,100
Market-Adjusted Model,92836,2012-10-22,-0.012590482,0.0297566722,0.0296414809,21,100
Market-Adjusted Model,92837,2012-10-22,-0.005043104,0.037289063,0.0371888595,21,100
Market-Adjusted Model,92839,2012-10-22,-0.003380827,0.0393876202,0.0388511365,21,100
